source,record_id_or_url,title,year,doi,cited_by_count,type,search_topic
crossref,https://doi.org/10.1561/105.00000094,The Behavioral Economics of Behavioral Law &amp; Economics,2018,10.1561/105.00000094,3,journal-article,
crossref,https://doi.org/10.1016/0090-5720(86)90060-4,The behavioral economics of business ethics,1986,10.1016/0090-5720(86)90060-4,5,journal-article,
crossref,https://doi.org/10.1007/3-540-27296-8_21,Fraudulent Agents in an Artificial Financial Market,2005,10.1007/3-540-27296-8_21,4,book-chapter,
crossref,https://doi.org/10.1007/3-540-37249-0_19,Equilibrium Return and Agents’ Survival in a Multiperiod Asset Market: Analytic Support of a Simulation Model,,10.1007/3-540-37249-0_19,0,book-chapter,
crossref,https://doi.org/10.1007/978-3-642-55651-7_9,Modeling Behavioral Heterogeneity in Demand Theory,2003,10.1007/978-3-642-55651-7_9,1,book-chapter,
crossref,https://doi.org/10.1007/3-211-29901-7_7,The Artificial Economy: A Generic Simulation Environment for Heterogeneous Agents,,10.1007/3-211-29901-7_7,0,book-chapter,
crossref,https://doi.org/10.1016/0090-5720(86)90041-0,"Recursive economic knowledge: Hierarchy, maximization and behavioral economics",1986,10.1016/0090-5720(86)90041-0,8,journal-article,
crossref,https://doi.org/10.1093/oxfordhb/9780199945474.013.0007,Alternative Behavioral Law and Economics,2014,10.1093/oxfordhb/9780199945474.013.0007,3,reference-entry,
crossref,https://doi.org/10.1057/9781137278159.0006,Friedrich Hayeks Behavioral Economics in Historical Context,,10.1057/9781137278159.0006,0,book-chapter,
crossref,https://doi.org/10.1093/oxfordhb/9780199945474.013.0025,Behavioral Economics and Plea Bargaining,2014,10.1093/oxfordhb/9780199945474.013.0025,3,reference-entry,
crossref,https://doi.org/10.1515/9781400829149-008,Chapter six. Behavioral Economics and Health Economics,2007,10.1515/9781400829149-008,16,book-chapter,
crossref,https://doi.org/10.61838/kman.aitech.3.1.9,"Developing Artificial Moral Agents: Key Research Processes, Techniques, and Challenges",2025,10.61838/kman.aitech.3.1.9,1,journal-article,
crossref,https://doi.org/10.2307/j.ctvd58v0s.10,Behavioral Economics and Health Economics,2012,10.2307/j.ctvd58v0s.10,3,book-chapter,
crossref,https://doi.org/10.1093/oxfordhb/9780199945474.013.0016,Behavioral Economics and Tort Law,2014,10.1093/oxfordhb/9780199945474.013.0016,2,reference-entry,
crossref,https://doi.org/10.1093/oxfordhb/9780199945474.013.0017,Behavioral Economics and Contract Law,2014,10.1093/oxfordhb/9780199945474.013.0017,3,reference-entry,
crossref,https://doi.org/10.1093/oxfordhb/9780199945474.013.0005,Behavioral Law and Economics,2014,10.1093/oxfordhb/9780199945474.013.0005,2,reference-entry,
crossref,https://doi.org/10.1007/978-3-540-70556-7_5,Prospect Theory Behavioral Assumptions in an Artificial Financial Economy,2008,10.1007/978-3-540-70556-7_5,7,book-chapter,
crossref,https://doi.org/10.1007/978-3-319-09578-3_7,Spontaneous Segregation of Agents Across Double Auction Markets,2014,10.1007/978-3-319-09578-3_7,1,book-chapter,
crossref,https://doi.org/10.4324/9780367854072-4,Behavioral Welfare Economics,2021,10.4324/9780367854072-4,0,book-chapter,
crossref,https://doi.org/10.4324/9781315703879-35,Behavioral Labor Economics,2015,10.4324/9781315703879-35,0,book-chapter,
crossref,https://doi.org/10.1016/bs.hesbe.2018.07.005,Structural Behavioral Economics,2018,10.1016/bs.hesbe.2018.07.005,39,book-chapter,
crossref,https://doi.org/10.18235/0003868,IDB Behavioral Economics Group: Project Highlights of the Last Decade,2021,10.18235/0003868,0,report,
crossref,https://doi.org/10.1016/b978-0-12-813808-3.00011-3,Introduction: Behavioral economics: the economics of every day,2021,10.1016/b978-0-12-813808-3.00011-3,0,book-chapter,
crossref,https://doi.org/10.22610/jebs.v9i2.1650,Customer Perceptions of Skills of Agents in Effectively Managing Their Needs within a Call Center,2017,10.22610/jebs.v9i2.1650,0,journal-article,
crossref,https://doi.org/10.1002/9780470773833.ch3,Behavioral Economics,2004,10.1002/9780470773833.ch3,0,other,
crossref,https://doi.org/10.5220/0005748200560065,Switching Behavioral Strategies for Effective Team Formation by Autonomous Agent Organization,2016,10.5220/0005748200560065,1,proceedings-article,
crossref,https://doi.org/10.5220/0005748200001253,Switching Behavioral Strategies for Effective Team Formation by Autonomous Agent Organization,2016,10.5220/0005748200001253,0,proceedings-article,
crossref,https://doi.org/10.5220/0005738703850391,Artificial Student Agents and Course Mastery Tracking,2016,10.5220/0005738703850391,0,proceedings-article,
crossref,https://doi.org/10.1017/s0140525x05460082,categorization in artificial agents: guidance on empirical research?,2005,10.1017/s0140525x05460082,0,journal-article,
crossref,https://doi.org/10.1093/oxfordhb/9780199945474.013.0023,Behavioral Economics and the Law,2014,10.1093/oxfordhb/9780199945474.013.0023,1,reference-entry,
crossref,https://doi.org/10.1016/0090-5720(76)90017-6,Economics dictionary,1976,10.1016/0090-5720(76)90017-6,0,journal-article,
crossref,https://doi.org/10.22610/jebs.v3i5.280,Forecasting Government Size in Iran Using Artificial Neural Network,2011,10.22610/jebs.v3i5.280,1,journal-article,
crossref,https://doi.org/10.1007/978-3-030-53644-2_6,Judgement-proof Problem and Superhuman AI Agents,2020,10.1007/978-3-030-53644-2_6,0,book-chapter,
crossref,https://doi.org/10.1016/0090-5720(72)90002-2,Introduction,1972,10.1016/0090-5720(72)90002-2,0,journal-article,
crossref,https://doi.org/10.4324/9781315703879-11,Intuition in Behavioral Economics,2015,10.4324/9781315703879-11,0,book-chapter,
crossref,https://doi.org/10.4324/9781315703879-33,Experiments and Behavioral Economics,2015,10.4324/9781315703879-33,0,book-chapter,
crossref,https://doi.org/10.1515/9783110512045-002,The Behavioral Challenge to Normative Economics,2014,10.1515/9783110512045-002,2,book-chapter,
crossref,https://doi.org/10.1016/0090-5720(87)90008-8,Ethics,1987,10.1016/0090-5720(87)90008-8,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(74)90001-1,Editorial Board,1974,10.1016/0090-5720(74)90001-1,0,journal-article,
crossref,https://doi.org/10.1016/s0090-5720(77)80001-6,Editorial Board,1977,10.1016/s0090-5720(77)80001-6,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(72)90001-0,Editorial Board,1972,10.1016/0090-5720(72)90001-0,0,journal-article,
crossref,https://doi.org/10.1007/978-3-658-03367-5_1,Was ist Behavioral Economics?,2014,10.1007/978-3-658-03367-5_1,5,book-chapter,
crossref,https://doi.org/10.1016/0090-5720(75)90039-x,Erratum,1975,10.1016/0090-5720(75)90039-x,0,journal-article,
crossref,https://doi.org/10.4324/9781003166900-2,Behavioral Economics in Retrospect,2023,10.4324/9781003166900-2,0,book-chapter,
crossref,https://doi.org/10.1093/oso/9780190901349.001.0001,Behavioral Law and Economics,2018,10.1093/oso/9780190901349.001.0001,103,monograph,
crossref,https://doi.org/10.1016/0090-5720(73)90001-6,Editorial Board,1973,10.1016/0090-5720(73)90001-6,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(89)90013-2,Errata,1989,10.1016/0090-5720(89)90013-2,0,journal-article,
crossref,https://doi.org/10.1016/b978-0-12-813808-3.00001-0,Primer on behavioral economics,2021,10.1016/b978-0-12-813808-3.00001-0,1,book-chapter,
crossref,https://doi.org/10.1093/oso/9780199257072.003.0012,Mispredicting the Endowment Effect: Underestimation of Owners’ Selling Prices by Buyers’ Agents,2007,10.1093/oso/9780199257072.003.0012,0,book-chapter,
crossref,https://doi.org/10.33423/jabe.v23i2.4085,"Developing Competitive Advantage for Real Estate Agents: Links to Organizational Culture, Service Quality and Behavioral Intentions",2021,10.33423/jabe.v23i2.4085,1,journal-article,
crossref,https://doi.org/10.1609/aiide.v16i1.7404,Behavioral Evaluation of Hanabi Rainbow DQN Agents and Rule-Based Agents,2020,10.1609/aiide.v16i1.7404,4,journal-article,
crossref,https://doi.org/10.1145/280765.280890,Artificial autonomous agents with artificial emotions poster,1998,10.1145/280765.280890,6,proceedings-article,
crossref,https://doi.org/10.1016/0090-5720(75)90032-7,The economics of industry,1975,10.1016/0090-5720(75)90032-7,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(78)90010-4,Editorial Board,1978,10.1016/0090-5720(78)90010-4,0,journal-article,
crossref,https://doi.org/10.1057/9781137278159.0015,"Hayeks Complexity Assumption, Ecological and Bounded Rationality, and Behavioral Economics",,10.1057/9781137278159.0015,0,book-chapter,
crossref,https://doi.org/10.1016/s0090-5720(77)80002-8,Editor's note,1977,10.1016/s0090-5720(77)80002-8,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(79)90020-2,Editor's note,1979,10.1016/0090-5720(79)90020-2,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(82)90026-2,Editorial Board,1982,10.1016/0090-5720(82)90026-2,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(82)90027-4,Editorial philosophy,1982,10.1016/0090-5720(82)90027-4,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(83)90002-5,Editorial philosophy,1983,10.1016/0090-5720(83)90002-5,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(83)90001-3,Editorial Board,1983,10.1016/0090-5720(83)90001-3,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(85)90026-9,Review process,1985,10.1016/0090-5720(85)90026-9,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(75)90021-2,Editorial Board,1975,10.1016/0090-5720(75)90021-2,0,journal-article,
crossref,https://doi.org/10.5220/0014461400004052,A Multi-Architecture Evaluation for Meltdown Crisis Detection Based on Behavioral Analysis,2026,10.5220/0014461400004052,0,proceedings-article,
crossref,https://doi.org/10.23943/princeton/9780691128177.003.0005,Economics Goes Behavioral,2011,10.23943/princeton/9780691128177.003.0005,0,book-chapter,
crossref,https://doi.org/10.1515/9781400829149-006,Chapter four. Behavioral Law and Economics,2007,10.1515/9781400829149-006,25,book-chapter,
crossref,https://doi.org/10.1016/s0090-5720(81)80008-3,Leadership models,1981,10.1016/s0090-5720(81)80008-3,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(90)90001-n,Editorial Board,1988,10.1016/0090-5720(90)90001-n,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(74)90009-6,Editor's note,1974,10.1016/0090-5720(74)90009-6,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(82)90024-9,Review process,1982,10.1016/0090-5720(82)90024-9,0,journal-article,
crossref,https://doi.org/10.1057/9781137278159.0018,The Oversight of Behavioral Economics on Hayeks Insights,,10.1057/9781137278159.0018,0,book-chapter,
crossref,https://doi.org/10.1017/9781009422314.020,Behavioral Welfare Economics,2025,10.1017/9781009422314.020,0,book-chapter,
crossref,https://doi.org/10.1016/0090-5720(86)90045-8,Review process,1986,10.1016/0090-5720(86)90045-8,0,journal-article,
crossref,https://doi.org/10.70175/hclreview.2020.34.3.2,The Behavioral Economics of Artificial Intelligence: Understanding and Mitigating Biases in Large Language Models,2026,10.70175/hclreview.2020.34.3.2,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(75)90057-1,Editorial philosophy,1975,10.1016/0090-5720(75)90057-1,0,journal-article,
crossref,https://doi.org/10.1007/springerreference_169118,Behavioral Economics,,10.1007/springerreference_169118,0,reference-entry,
crossref,https://doi.org/10.1016/s0090-5720(80)80026-x,Review proces,1980,10.1016/s0090-5720(80)80026-x,0,journal-article,
crossref,https://doi.org/10.1016/s0090-5720(80)80016-7,Editorial Board,1980,10.1016/s0090-5720(80)80016-7,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(87)90049-0,Business leadership,1987,10.1016/0090-5720(87)90049-0,0,journal-article,
crossref,https://doi.org/10.4324/9781315703879-17,Group Selection and Behavioral Economics,2015,10.4324/9781315703879-17,0,book-chapter,
crossref,https://doi.org/10.1016/s0090-5720(84)80001-7,Editorial Board,1984,10.1016/s0090-5720(84)80001-7,0,journal-article,
crossref,https://doi.org/10.1016/s0090-5720(84)80009-1,Review process,1984,10.1016/s0090-5720(84)80009-1,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(82)90020-1,Leadership models,1982,10.1016/0090-5720(82)90020-1,1,journal-article,
crossref,https://doi.org/10.1016/0090-5720(75)90022-4,Editorial philosophy,1975,10.1016/0090-5720(75)90022-4,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(87)90010-6,Business leadership,1987,10.1016/0090-5720(87)90010-6,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(87)90043-x,Review process,1987,10.1016/0090-5720(87)90043-x,0,journal-article,
crossref,https://doi.org/10.1016/s0090-5720(81)80011-3,Review process,1981,10.1016/s0090-5720(81)80011-3,0,journal-article,
crossref,https://doi.org/10.1016/bs.hesbe.2018.07.002,Behavioral Public Economics,2018,10.1016/bs.hesbe.2018.07.002,54,book-chapter,
crossref,https://doi.org/10.1016/0090-5720(87)90013-1,Review process,1987,10.1016/0090-5720(87)90013-1,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(83)90011-6,Review process,1983,10.1016/0090-5720(83)90011-6,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(87)90051-9,Review process,1987,10.1016/0090-5720(87)90051-9,1,journal-article,
crossref,https://doi.org/10.1016/0090-5720(87)90001-5,Editorial Board,1987,10.1016/0090-5720(87)90001-5,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(85)90000-2,Editorial Board,1985,10.1016/0090-5720(85)90000-2,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(88)90017-4,Index,1988,10.1016/0090-5720(88)90017-4,0,journal-article,
crossref,https://doi.org/10.1016/s0090-5720(81)80012-5,Editor's note,1981,10.1016/s0090-5720(81)80012-5,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(79)90019-6,Editorial Board,1979,10.1016/0090-5720(79)90019-6,0,journal-article,
crossref,https://doi.org/10.1093/joclec/nhy016,DEVELOPING COMPETITION LAW FOR COLLUSION BY AUTONOMOUS ARTIFICIAL AGENTS†,2018,10.1093/joclec/nhy016,128,journal-article,
crossref,https://doi.org/10.1016/s0090-5720(80)80013-1,Review process,1980,10.1016/s0090-5720(80)80013-1,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(89)90014-4,Editorial Board,1989,10.1016/0090-5720(89)90014-4,0,journal-article,
crossref,https://doi.org/10.1016/s0090-5720(81)80027-7,Review process,1981,10.1016/s0090-5720(81)80027-7,0,journal-article,
crossref,https://doi.org/10.2307/j.ctvd58v0s.8,Behavioral Law and Economics,2012,10.2307/j.ctvd58v0s.8,3,book-chapter,
crossref,https://doi.org/10.1016/0090-5720(82)90013-4,Editorial philosophy,1982,10.1016/0090-5720(82)90013-4,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(90)90013-w,Editorial Board,1990,10.1016/0090-5720(90)90013-w,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(83)90019-0,Review process,1983,10.1016/0090-5720(83)90019-0,0,journal-article,
crossref,https://doi.org/10.4324/9781315703879-51,Elements of Behavioral Monetary Economics,2015,10.4324/9781315703879-51,0,book-chapter,
crossref,https://doi.org/10.1016/0090-5720(87)90033-7,Review process,1987,10.1016/0090-5720(87)90033-7,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(83)90018-9,Leadership models,1983,10.1016/0090-5720(83)90018-9,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(82)90033-x,Review process,1982,10.1016/0090-5720(82)90033-x,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(79)90001-9,Editor's note,1979,10.1016/0090-5720(79)90001-9,0,journal-article,
crossref,https://doi.org/10.1016/0090-5720(73)90002-8,The economics of housing segregation,1973,10.1016/0090-5720(73)90002-8,0,journal-article,
